age,educ,exper,hours,nwifeinc,speduc,kidslt6,kidsge6,expersq,black,hispanic
36,16,13.46153846,144,63,16,1,2,181.2130178,0,0
35,17,13.69230769,1976,34,11,0,2,187.4792899,0,0
34,16,14.11538462,2080,55,16,1,0,199.2440828,0,0
35,9,6.692307692,1196,80,10,1,0,44.78698225,0,0
36,18,17.57692308,1248,25,14,0,2,308.9482249,0,0
37,20,16.76923077,1040,60.025,16,1,0,281.2071006,0,0
36,17,10.01923077,133,74.15,16,1,2,100.3849852,0,0
38,9,21.34615385,1734,49.163,13,0,1,455.658284,0,0
35,18,7.923076923,0,50,18,1,0,62.77514793,1,0
37,16,10.96153846,3060,56,9,0,3,120.1553254,0,0
34,15,6.076923077,0,22,12,0,2,36.92899408,0,0
38,16,19.44230769,1340,83.75,16,0,2,378.0033284,0,0
37,19,16.84615385,1066,50,14,1,1,283.7928994,0,0
38,19,20.25,2028,58,13,0,2,410.0625,0,0
38,20,17.07692308,260,53,14,0,1,291.6213018,1,0
37,16,18.73076923,832,100,16,1,2,350.841716,0,0
37,13,4.096153846,0,56,12,0,4,16.77847633,0,0
34,18,16.88461538,2600,115,18,0,0,285.0902367,0,0
37,16,6.865384615,1150,70,16,0,5,47.13350592,0,0
37,18,15.05769231,1840,52,18,1,1,226.7340976,0,1
35,16,17.5,2600,60,16,2,0,306.25,1,0
36,13,18.82692308,1976,55.25,12,2,2,354.4530325,0,1
37,17,4.442307692,0,64,13,1,1,19.73409763,1,0
38,12,13.63461538,168,50.004,12,0,2,185.9027367,0,0
36,15,18.96153846,2058,10,14,1,0,359.5399408,1,0
36,9,5.596153846,0,70,12,0,2,31.31693787,0,0
37,14,18.46153846,1550,30,14,0,0,340.8284024,0,0
35,16,17.11538462,2444,50.7,14,0,0,292.9363905,0,0
34,15,12.03846154,125,60,16,0,0,144.9245562,0,0
35,17,16.5,2600,-41.951,16,1,0,272.25,0,0
35,20,15.30769231,2912,80,13,2,0,234.3254438,1,0
36,14,10.65384615,2080,38,14,0,2,113.5044379,0,1
37,18,19.48076923,2510,110,14,0,2,379.5003698,0,1
38,14,7.653846154,0,50,14,0,4,58.58136095,0,0
34,18,10.07692308,1872,65,16,1,2,101.5443787,0,1
35,10,0.5,0,-9,15,0,3,0.25,0,1
37,16,13.71153846,2080,60,16,1,1,188.006287,0,1
35,16,10.21153846,0,100,12,1,0,104.2755178,0,0
36,8,17.73076923,2080,35,10,0,2,314.3801775,1,0
35,15,8.173076923,0,60,16,2,2,66.79918639,0,1
37,20,19.78846154,2855,80,16,1,1,391.5832101,0,0
37,15,4.653846154,763,71,14,0,4,21.65828402,0,0
37,17,17.73076923,1342,25,14,0,4,314.3801775,0,0
36,16,7.730769231,2676,203.75,12,0,3,59.7647929,1,0
35,15,6.5,0,34,11,0,1,42.25,0,0
35,8,14.90384615,261,110,14,0,3,222.1246302,0,0
34,17,13.92307692,2340,139.515,18,0,0,193.852071,1,0
36,10,9.211538462,0,16.8,15,1,0,84.85244083,0,0
37,16,19.59615385,2080,22,11,1,1,384.0092456,0,0
37,18,20.53846154,2200,61,14,0,0,421.8284024,0,0
35,15,16.88461538,2080,107,14,1,1,285.0902367,0,0
35,20,15.63461538,2600,0,18,0,0,244.4411982,0,0
34,14,13.90384615,2080,30.1,12,0,3,193.3169379,0,0
38,17,21.07692308,2080,3.151,12,0,2,444.2366864,1,0
36,16,18.13461538,2020,75,16,0,2,328.8642751,1,0
35,20,17.48076923,2230,60,20,0,2,305.5772929,0,0
34,15,3.596153846,0,50,12,0,3,12.93232249,1,0
38,17,20.86538462,2080,347.966,20,0,0,435.3642751,1,0
38,15,17.21153846,2080,50,14,0,2,296.2370562,0,0
38,16,7.076923077,0,70,14,0,1,50.08284024,0,0
34,10,7.076923077,0,63,12,0,3,50.08284024,0,0
38,14,8.807692308,0,80.5,17,0,2,77.57544379,0,1
36,15,12.03846154,1664,25,12,0,2,144.9245562,0,1
34,16,16.88461538,2080,65,12,0,1,285.0902367,0,0
35,11,7.980769231,0,20,12,0,3,63.69267751,0,0
37,10,19.61538462,2080,50,14,0,1,384.7633136,0,0
35,14,13.75,2236,31,12,0,2,189.0625,0,0
37,14,16.98076923,2080,20,12,0,1,288.3465237,0,0
37,16,19.26923077,2080,183.25,16,0,1,371.3032544,0,0
34,13,15.53846154,2080,100,12,1,2,241.443787,0,0
38,16,20.78846154,2600,99.04,16,0,0,432.1601331,0,0
34,16,6.903846154,1536,81,18,0,4,47.66309172,0,0
34,12,14.75,1835,50,14,2,0,217.5625,0,0
38,12,18.21153846,987,50,9,0,0,331.6601331,0,0
34,20,17.26923077,1360,55,16,0,0,298.2263314,0,0
36,19,12.19230769,2240,51,19,0,0,148.6523669,0,0
38,17,19.17307692,1560,76,13,0,0,367.6068787,0,0
37,15,9.211538462,0,97,16,0,3,84.85244083,0,0
34,12,17.01923077,2080,0,11,1,1,289.654216,0,0
38,12,14.82692308,0,95,12,1,2,219.8376479,0,0
37,16,19.44230769,2080,150,12,0,1,378.0033284,0,0
37,18,10.38461538,2130,70,16,0,2,107.8402367,0,1
36,20,17.65384615,2080,62,20,1,1,311.658284,0,0
38,12,0.903846154,0,7.5,12,0,1,0.81693787,0,0
38,17,8.211538462,0,467.966,16,0,2,67.42936391,0,0
38,8,2.211538462,0,19.2,10,0,1,4.890902367,0,0
36,17,18.94230769,1040,95.03,16,0,2,358.8110207,0,0
34,17,13.40384615,2250,70,17,1,1,179.6630917,0,0
35,18,15.73076923,2097,63,20,1,1,247.4571006,0,0
37,18,10.5,0,90,14,3,1,110.25,0,0
35,12,18.26923077,2080,34.18,15,0,0,333.7647929,0,0
37,15,17.51923077,1744,80,12,0,1,306.9234467,0,0
36,16,19.23076923,2340,75,14,0,1,369.8224852,0,0
34,16,17.17307692,2600,50.05,18,2,1,294.914571,0,0
36,18,12.07692308,2080,103,16,1,0,145.852071,0,0
38,17,17,2300,165,16,0,2,289,0,0
38,20,17.73076923,2080,80,13,1,1,314.3801775,1,0
37,15,18.40384615,2040,50.25,13,0,0,338.7015533,0,0
37,14,17.11538462,1455,35,18,1,1,292.9363905,0,0
38,14,15.30769231,1040,48,14,1,1,234.3254438,0,0
34,20,9.538461538,2080,-120.451,16,0,0,90.98224852,0,1
38,12,6.826923077,338,45,13,0,2,46.6068787,0,0
35,20,17.26923077,2312,50,14,1,0,298.2263314,0,0
34,16,6.211538462,0,190,16,1,1,38.58321006,0,0
38,19,20.92307692,2080,100,14,0,3,437.7751479,0,0
36,20,6.826923077,2460,95,12,0,2,46.6068787,0,0
37,16,5.076923077,0,35,18,1,2,25.77514793,0,1
37,14,10.90384615,0,65,12,1,0,118.8938609,0,0
37,13,8.596153846,1040,88,14,0,2,73.89386095,0,0
38,16,15.36538462,2490,135,16,0,0,236.0950444,0,1
34,18,10.51923077,0,39,14,1,0,110.654216,0,0
36,16,16,1040,46,16,2,0,256,0,1
35,11,13.38461538,2184,40,14,0,0,179.147929,0,0
37,20,17.5,2600,51,16,1,1,306.25,0,0
36,16,11.23076923,1053,35,12,0,1,126.1301775,0,1
35,16,17.5,2080,73,16,1,1,306.25,0,1
34,16,6.846153846,0,467.966,16,0,2,46.86982249,0,1
36,20,18.73076923,2290,169,20,1,1,350.841716,0,0
37,17,18.78846154,2080,20.75,20,0,0,353.006287,0,1
36,17,17.65384615,2600,34,13,0,1,311.658284,0,1
36,16,15.26923077,1980,85.01,16,0,0,233.1494083,0,0
36,16,18.55769231,2490,52,16,2,2,344.3879438,0,0
38,19,15.71153846,780,337.966,16,0,3,246.8524408,0,0
35,20,9.153846154,1200,60,13,0,5,83.79289941,0,0
34,14,10.44230769,0,121.6,16,2,0,109.0417899,0,0
38,18,18.42307692,2080,47.5,13,1,0,339.4097633,1,0
34,13,17.21153846,2080,15,17,0,0,296.2370562,0,0
38,18,20.75,2300,10,16,1,1,430.5625,0,0
36,17,10.80769231,209,150,20,1,1,116.806213,0,0
35,20,17.44230769,2115,95,18,1,0,304.2340976,0,0
37,18,20.09615385,1056,120,18,1,0,403.8553994,0,1
37,11,20.01923077,2116,38,12,0,2,400.7696006,0,1
36,16,17.84615385,2000,55,16,1,1,318.4852071,0,0
37,16,19.42307692,2080,85,20,0,2,377.2559172,0,0
36,17,9.173076923,0,52,16,1,1,84.14534024,0,0
36,19,17.42307692,1820,19,19,0,0,303.5636095,0,1
36,12,18.44230769,922,35,12,0,2,340.118713,0,0
36,18,11.75,0,18.15,20,3,2,138.0625,0,0
35,15,11.71153846,440,84,18,1,1,137.1601331,0,0
34,17,17.53846154,2345,85,14,0,2,307.5976331,0,0
36,13,9.769230769,0,130,16,0,2,95.43786982,0,0
37,18,19.46153846,2080,150.05,14,1,0,378.7514793,0,0
37,15,13.09615385,0,87.5,14,1,1,171.5092456,0,0
37,12,11.05769231,0,262,12,0,1,122.2725592,0,0
36,16,18.88461538,1352,110,13,2,0,356.6286982,0,0
38,14,20.05769231,2080,100,12,0,2,402.3110207,0,0
38,18,19.38461538,3030,150,12,0,3,375.7633136,0,0
35,20,17.76923077,624,121.75,12,2,0,315.7455621,0,0
35,18,14.44230769,1893,56,12,0,0,208.5802515,0,0
34,19,16.92307692,1940,3,18,1,2,286.3905325,0,0
36,16,16.23076923,2080,50,14,1,3,263.4378698,0,0
36,16,18.28846154,2600,47.01,11,0,3,334.4678254,0,0
37,12,12.67307692,720,18,13,0,2,160.6068787,0,1
34,13,15.75,2080,72,14,0,3,248.0625,0,0
34,17,12.88461538,1520,51.6,16,1,0,166.0133136,0,1
37,13,17.94230769,1300,90,14,1,2,321.9264053,0,1
36,15,3.788461538,0,38,16,2,2,14.35244083,0,1
36,13,7.826923077,360,73.75,13,0,1,61.26072485,0,0
36,18,14.80769231,2080,85,20,1,2,219.2677515,0,0
37,13,4.615384615,0,120,12,0,1,21.30177515,0,0
34,13,5.615384615,0,68,12,1,2,31.53254438,0,0
37,12,10.38461538,0,32,6,0,2,107.8402367,0,1
38,20,19.48076923,1456,87.42,18,2,0,379.5003698,0,0
35,13,19.13461538,2080,123.6,13,0,2,366.1335059,0,0
36,12,19,2080,52,12,0,2,361,0,0
36,12,13.36538462,0,100,0,2,0,178.6335059,0,0
37,13,6.442307692,0,88.827,14,1,1,41.5033284,0,1
36,16,19.73076923,1804,386.741,12,0,0,389.3032544,0,0
37,16,19.44230769,2080,155,15,0,2,378.0033284,0,0
35,9,14.82692308,68,64,12,1,1,219.8376479,0,0
36,12,7.134615385,0,33,6,1,1,50.90273669,0,1
35,12,16.19230769,2184,57.5,12,0,2,262.1908284,0,1
36,14,18.44230769,2132,60,14,1,0,340.118713,0,1
35,12,17.55769231,2600,38,9,1,2,308.2725592,0,1
38,12,20.94230769,2080,28.6,12,1,1,438.5802515,0,1
36,17,7.25,0,467.966,16,1,1,52.5625,0,0
36,16,16.23076923,2080,60,16,0,1,263.4378698,0,0
37,12,0,0,16.8,12,0,2,0,0,1
34,14,17.28846154,2120,44,16,1,0,298.8909024,0,0
36,16,19.88461538,1820,50,14,1,1,395.397929,0,0
38,16,19.67307692,780,14.1,13,0,2,387.0299556,0,0
37,20,19.19230769,1664,56.075,16,0,0,368.3446746,0,0
38,16,17.07692308,2080,65,16,0,0,291.6213018,0,0
36,18,17.78846154,2080,74,18,1,1,316.4293639,0,0
38,15,18.92307692,2496,0,12,0,0,358.0828402,0,0
38,18,20.86538462,2080,111.25,14,2,0,435.3642751,0,0
35,19,12.76923077,1160,30,13,0,0,163.0532544,0,0
34,19,15.53846154,2110,75,16,1,0,241.443787,0,0
36,13,5.057692308,0,150,12,2,2,25.58025148,0,0
37,12,3.942307692,920,26,12,0,2,15.54178994,0,0
36,14,15.51923077,820,43,13,1,4,240.8465237,0,0
36,18,3.269230769,0,125,14,1,4,10.68786982,0,0
34,16,17.38461538,1924,50.01,16,1,0,302.2248521,0,0
36,19,17.38461538,2080,110,14,0,3,302.2248521,0,0
35,16,18.11538462,1664,65,20,0,0,328.1671598,0,0
35,13,17.98076923,2000,24,14,2,0,323.3080621,0,0
36,18,18.51923077,2631,32,13,0,0,342.9619083,0,0
38,14,19.78846154,2560,10,16,0,2,391.5832101,0,0
35,16,17.19230769,1300,60,14,1,2,295.5754438,0,0
38,18,18.55769231,1880,58,18,1,0,344.3879438,0,0
35,16,15.19230769,2112,76.75,16,2,0,230.806213,0,0
34,16,17.57692308,2080,50,11,1,1,308.9482249,0,0
37,12,19.51923077,2679,42,12,1,0,381.0003698,0,0
34,11,4.75,0,59,12,0,0,22.5625,0,0
38,12,14.78846154,1650,32,12,0,3,218.6985947,0,0
36,18,17.19230769,1876,100,18,0,1,295.5754438,0,0
34,18,7.519230769,0,90,16,2,0,56.53883136,0,0
34,12,5.923076923,0,2.5,12,1,2,35.08284024,0,0
34,9,15.61538462,2268,34,9,2,2,243.8402367,0,0
37,14,8.576923077,0,160,16,0,3,73.56360947,0,0
35,12,13.75,2080,8.112,12,0,1,189.0625,0,0
36,19,17.42307692,2094,58,13,1,1,303.5636095,0,0
35,16,15.98076923,2008,57,12,2,0,255.3849852,0,0
38,12,14.17307692,1456,145,12,0,2,200.8761095,0,0
34,16,5.846153846,0,210,19,1,2,34.17751479,0,1
36,16,15.32692308,2560,392.966,9,0,0,234.914571,1,0
37,18,20.13461538,2076,85,16,2,0,405.4027367,0,0
36,16,14.92307692,2080,120,14,0,3,222.6982249,0,0
36,14,19.86538462,2080,70,14,0,0,394.6335059,0,0
34,16,15.94230769,2075,52.5,14,3,0,254.1571746,0,0
35,14,18.80769231,1040,150.75,17,1,1,353.7292899,0,0
37,18,16.32692308,2140,80,14,0,2,266.5684172,0,0
37,12,11.36538462,420,160,18,0,1,129.1719675,0,0
35,18,2.980769231,882,104,20,0,2,8.884985207,0,0
34,14,5.211538462,2046,45,14,0,2,27.16013314,0,0
35,17,14.55769231,2080,60,18,0,2,211.9264053,0,0
38,17,17.42307692,2340,155,14,0,3,303.5636095,0,0
38,20,19.03846154,2080,35.04,17,0,2,362.4630178,0,0
34,19,8.442307692,0,150,16,3,0,71.27255917,0,0
36,18,18.32692308,2080,177,17,1,0,335.8761095,0,0
35,16,11.61538462,0,154.01,18,0,2,134.9171598,0,0
35,12,2.5,34,70,12,2,2,6.25,0,0
36,12,10.13461538,0,41,12,0,0,102.710429,0,0
38,14,21.15384615,1224,75,16,0,3,447.4852071,0,0
37,20,20.13461538,2080,92.05,20,0,2,405.4027367,0,0
35,20,17.80769231,2080,1.175,18,1,0,317.1139053,0,0
38,16,21.13461538,1524,35.15,17,0,3,446.6719675,0,0
36,19,19.53846154,1560,100,16,0,2,381.7514793,0,0
34,16,15.32692308,2080,36,14,0,0,234.914571,0,0
37,9,12.57692308,0,62,12,0,1,158.1789941,0,1
34,20,17.21153846,2080,75,12,1,2,296.2370562,0,0
37,20,16.48076923,1840,158.75,19,0,0,271.6157544,0,0
35,16,18.25,2080,64.2,12,0,3,333.0625,0,0
34,13,8.5,288,54,12,2,2,72.25,0,0
38,12,14.21153846,2132,36,14,0,4,201.9678254,0,0
34,11,4.423076923,1140,35,15,0,2,19.56360947,0,0
37,19,17.98076923,3380,139.515,12,0,1,323.3080621,0,0
35,14,15.09615385,375,65,14,1,3,227.8938609,0,0
37,12,16.63461538,420,10,11,2,2,276.710429,0,0
35,12,10.30769231,520,85,12,0,3,106.2485207,0,0
37,19,19.13461538,2080,30,12,0,1,366.1335059,0,0
34,20,14.46153846,740,63,16,0,0,209.1360947,0,0
37,16,2.615384615,756,60,14,1,2,6.840236686,0,0
34,12,0.615384615,0,25,14,1,1,0.378698225,0,0
38,14,13,640,49,14,0,2,169,0,0
37,17,17.82692308,2236,48.6,14,0,1,317.7991864,0,0
37,17,19.44230769,2600,150,14,0,2,378.0033284,0,0
36,20,18.5,2050,46,14,0,2,342.25,0,0
38,14,16,2236,37,12,0,4,256,0,0
34,20,15.65384615,450,0,14,1,1,245.0428994,0,0
37,18,15.5,2600,30,12,0,1,240.25,0,0
37,12,17.67307692,572,45,12,0,0,312.3376479,0,0
37,18,18.88461538,1864,43.095,14,0,4,356.6286982,0,1
37,16,14.86538462,0,45,14,0,2,220.9796598,0,0
38,17,12.34615385,0,125,16,1,1,152.4275148,0,0
34,12,13.30769231,180,245,14,0,1,177.0946746,0,0
35,12,17.25,2080,50,12,0,1,297.5625,0,0
37,14,19.61538462,2080,38,14,0,3,384.7633136,0,0
36,16,5.673076923,0,37.5,18,2,3,32.18380178,0,0
37,12,10.55769231,1408,45,14,0,2,111.4648669,0,0
34,14,10.53846154,1930,28,11,0,3,111.0591716,0,0
36,18,8.384615385,0,120,20,1,2,70.30177515,0,0
35,12,2.538461538,0,100.3,16,0,1,6.443786982,0,0
34,16,17.09615385,2080,39,16,1,0,292.2784763,0,0
35,16,17.82692308,2130,47,11,0,1,317.7991864,0,0
35,12,16.63461538,2816,57.4,13,0,1,276.710429,0,0
38,17,18.15384615,2080,55,19,0,2,329.5621302,0,0
34,12,17.09615385,2785,80.25,12,0,0,292.2784763,0,0
36,12,18.15384615,3020,40,14,1,1,329.5621302,0,1
38,19,12.15384615,3380,72,12,0,1,147.7159763,0,0
34,17,17.03846154,2080,40,16,2,2,290.3091716,0,0
36,16,14.46153846,0,212,16,2,0,209.1360947,0,0
36,20,14.19230769,896,150,16,4,4,201.4215976,0,0
36,16,12.76923077,448,100.05,14,0,2,163.0532544,0,0
38,18,20.61538462,1976,45.749,12,1,2,424.9940828,0,0
38,12,17.46153846,2080,40,11,0,1,304.9053254,0,0
35,12,8.923076923,1276,45,12,0,2,79.62130178,0,0
37,10,18.92307692,4264,0,12,0,0,358.0828402,0,0
34,16,7.25,0,120,16,2,0,52.5625,0,0
35,14,17.90384615,2236,85,12,0,2,320.5477071,0,0
38,20,16.5,2080,101.603,12,0,0,272.25,0,0
34,18,15.5,1524,120,18,3,0,240.25,0,0
36,20,18.73076923,2340,55.5,13,1,1,350.841716,0,0
38,12,21.63461538,2160,50,12,0,0,468.0565828,0,0
34,12,2.5,0,56,12,0,2,6.25,0,0
37,20,11.98076923,3110,35,14,0,3,143.5388314,0,0
37,14,20.07692308,2040,24,14,0,1,403.0828402,0,0
36,12,15.90384615,360,35,12,0,2,252.9323225,0,0
36,16,19.46153846,2340,51,12,0,1,378.7514793,0,0
36,15,17.63461538,1196,14.3,12,0,0,310.9796598,0,0
38,20,20.19230769,2860,65.1,14,0,2,407.7292899,0,0
38,14,22.69230769,1575,180,12,0,3,514.9408284,0,0
35,15,16.63461538,2080,66.5,12,0,2,276.710429,0,0
37,12,14.25,35,219.8,18,0,1,203.0625,0,0
35,18,14.42307692,2580,22.01,14,0,0,208.0251479,0,0
37,12,15.88461538,1872,2.4,11,0,2,252.3210059,0,0
37,12,19.69230769,2440,72,12,0,1,387.7869822,0,0
35,16,19.15384615,2570,50,15,0,2,366.8698225,0,0
35,12,14.71153846,2080,22,12,1,1,216.4293639,0,0
37,15,18.94230769,2080,24,13,0,2,358.8110207,0,0
36,11,5.576923077,165,25,12,0,1,31.10207101,1,0
38,14,13.59615385,2080,17.2,12,0,2,184.8553994,1,0
35,20,17.65384615,2080,42,12,1,0,311.658284,1,0
34,16,16.30769231,2080,44,16,1,2,265.9408284,1,0
36,14,13.01923077,1820,60,12,0,2,169.5003698,0,0
38,14,20.55769231,1664,48,16,0,3,422.618713,1,0
38,14,16.25,2976,0.05,12,1,1,264.0625,0,0
35,17,18.19230769,4080,125,16,1,0,330.9600592,0,0
34,17,13.44230769,1645,29,14,2,0,180.6956361,1,0
37,17,18.28846154,4280,250.74,12,1,2,334.4678254,1,0
38,16,21.25,2120,32,12,0,0,451.5625,1,0
37,14,19,2125,55,12,0,2,361,1,0
38,12,21.38461538,2080,55,12,0,2,457.3017751,0,0
38,18,20.61538462,1560,160,16,2,1,424.9940828,0,0
37,11,19.25,2080,60,12,1,3,370.5625,0,0
37,12,12.01923077,1940,35,12,0,1,144.4619083,0,0
35,17,12.80769231,1820,200,14,0,2,164.0369822,1,0
35,14,15.40384615,2080,56.24,12,1,2,237.2784763,0,0
34,15,15.32692308,2080,112,12,0,3,234.914571,0,0
37,11,19.5,2100,22,11,0,2,380.25,0,0
37,12,19.67307692,1440,33,12,0,2,387.0299556,0,0
34,12,1.923076923,0,16,14,0,3,3.698224852,0,0
38,17,1.961538462,0,80,16,0,4,3.847633136,0,0
36,16,8.173076923,0,150,12,2,2,66.79918639,0,0
35,18,17.90384615,2080,27,18,1,1,320.5477071,0,0
36,20,19.36538462,3110,60,16,1,1,375.0181213,0,0
35,16,11.17307692,0,56,16,2,1,124.8376479,0,0
37,12,14.03846154,0,25,12,0,1,197.0784024,0,0
34,18,15.40384615,1840,45,12,1,1,237.2784763,0,0
37,18,19.51923077,2340,20,12,0,2,381.0003698,0,0
37,17,17.38461538,1976,63,14,0,2,302.2248521,1,0
34,8,4.326923077,160,2.4,12,0,1,18.72226331,0,0
37,9,0.384615385,0,20,5,2,6,0.147928994,0,0
34,16,8.038461538,0,56,12,0,2,64.61686391,0,0
36,17,8.903846154,0,103.062,16,1,0,79.27847633,0,0
38,14,7.5,0,75,12,0,1,56.25,0,0
35,9,6.230769231,104,40,15,0,4,38.82248521,0,0
36,12,0.576923077,0,36,12,0,1,0.332840237,1,0
37,14,11.63461538,3265,35,12,0,1,135.3642751,1,0
38,14,20.53846154,2252,12,14,1,2,421.8284024,0,0
36,15,16.26923077,2080,40,14,0,1,264.6878698,1,0
35,9,12.73076923,1062,0,11,1,3,162.0724852,1,0
38,10,13.32692308,2904,25,18,0,3,177.6068787,0,0
35,17,13.51923077,2586,148,14,0,3,182.7696006,0,0
38,12,3.865384615,0,20,13,0,1,14.94119822,0,0
37,20,18.55769231,2848,40,13,0,0,344.3879438,0,0
36,18,17.69230769,2132,44.25,12,1,0,313.0177515,0,0
37,12,18.34615385,2496,30,12,0,2,336.5813609,0,1
35,13,15.30769231,2375,31,13,0,2,234.3254438,0,0
34,14,5.269230769,0,312.624,15,0,0,27.7647929,0,1
38,13,9.75,0,160,12,0,2,95.0625,0,0
37,13,8.115384615,1195,30,12,1,2,65.85946746,1,0
34,18,16.84615385,2600,60,16,1,1,283.7928994,0,0
36,12,17.13461538,1175,20,12,0,3,293.5950444,1,0
36,14,18.28846154,2167,225,12,1,0,334.4678254,1,0
36,13,18.59615385,2080,35,13,1,1,345.8169379,1,0
35,17,14.23076923,1840,75,13,2,0,202.5147929,0,0
36,19,19.32692308,2080,58,12,0,1,373.5299556,0,0
37,14,3.923076923,525,35,12,0,0,15.39053254,0,0
38,20,17.01923077,2600,100,16,0,2,289.654216,0,0
36,11,2.288461538,0,25,14,2,2,5.237056213,0,0
34,12,15.98076923,2080,30,12,1,1,255.3849852,0,0
35,19,15.03846154,2080,45,20,0,0,226.1553254,0,0
37,13,4.019230769,64,18,12,0,0,16.15421598,0,0
37,12,19.71153846,2600,30,16,0,0,388.5447485,0,0
34,10,5.634615385,2230,65,12,0,3,31.74889053,0,1
37,17,18.46153846,200,65,20,0,1,340.8284024,0,0
38,10,11.15384615,2340,85,12,0,0,124.408284,0,0
37,14,19.84615385,2496,58,12,3,0,393.8698225,0,1
36,20,9.884615385,2680,125,13,2,0,97.7056213,0,1
36,8,7.5,238,54,13,0,0,56.25,0,0
36,10,9.211538462,1731,50,12,0,4,84.85244083,0,1
35,19,16.51923077,2340,107,20,2,2,272.8849852,0,0
37,14,19.73076923,2120,72,12,0,3,389.3032544,0,0
34,19,7.096153846,0,90.75,15,1,1,50.35539941,0,0
36,10,3.115384615,765,63,14,0,1,9.705621302,0,0
34,13,15.21153846,2080,71.6,10,0,3,231.3909024,0,0
35,16,16,2288,39.2,12,0,2,256,0,0
34,14,16.90384615,1600,34,12,1,2,285.7400148,0,1
36,12,8.384615385,2540,19,11,1,0,70.30177515,0,0
38,20,15.46153846,2600,43,16,0,3,239.0591716,0,0
38,18,19.40384615,2080,105,12,1,1,376.5092456,1,0
35,16,8.673076923,2600,100,12,0,2,75.22226331,0,0
34,16,15.82692308,2080,60,19,2,0,250.4914941,0,0
36,18,18.96153846,2080,412.966,12,0,3,359.5399408,0,0
37,18,17.07692308,2280,190.5,16,0,0,291.6213018,0,0
35,18,15.21153846,2080,100,12,0,2,231.3909024,0,0
36,19,18.26923077,2340,36.675,17,1,0,333.7647929,0,0
37,12,20.15384615,1924,98.75,12,0,2,406.1775148,0,0
34,15,10.59615385,2080,35,12,1,2,112.2784763,0,0
37,18,17.69230769,2698,54,18,0,4,313.0177515,1,0
38,13,9.923076923,0,72,12,2,3,98.46745562,0,0
37,17,16.61538462,2340,85,16,1,0,276.0710059,0,0
34,12,15.53846154,2080,30,17,0,0,241.443787,0,0
37,16,20.07692308,1248,100,18,1,2,403.0828402,0,0
35,17,9.807692308,0,240,18,2,0,96.1908284,1,0
37,12,17.51923077,1640,62,12,0,1,306.9234467,0,0
34,14,13.48076923,1254,312.624,16,1,0,181.7311391,1,0
34,9,15.78846154,2050,63,13,1,1,249.2755178,0,0
35,12,9.538461538,2544,48.6,12,0,0,90.98224852,0,0
34,20,3.769230769,2335,7,14,0,3,14.20710059,0,0
35,20,10.28846154,2912,-45.451,16,2,0,105.8524408,0,0
36,18,15.09615385,2080,75,16,0,0,227.8938609,0,0
37,20,19.78846154,2080,27.6,14,0,2,391.5832101,0,0
38,12,8.461538462,400,110,12,0,4,71.59763314,0,0
35,18,13.94230769,1400,178,18,1,2,194.3879438,0,1
38,12,18.90384615,2510,43.5,12,0,2,357.3553994,0,0
35,10,11.30769231,2600,65,18,0,2,127.8639053,0,0
37,14,9.884615385,225,35,14,0,1,97.7056213,0,0
35,14,13.30769231,461,72,16,0,0,177.0946746,0,0
37,11,9.846153846,2682,39.5,12,0,2,96.94674556,0,0
34,12,0,0,23,12,1,3,0,0,0
35,16,9.365384615,0,70,14,0,2,87.71042899,0,0
38,18,17.30769231,2055,95,16,1,1,299.556213,0,0
36,20,18.40384615,800,160,18,2,0,338.7015533,0,0
36,16,18.26923077,2160,75.05,13,2,0,333.7647929,0,0
36,12,7.346153846,0,63,15,0,3,53.96597633,0,0
37,18,16.01923077,1956,79,16,0,2,256.6157544,0,0
36,16,16.84615385,257,61,16,2,0,283.7928994,0,0
38,14,18.73076923,2080,150,12,0,2,350.841716,0,0
38,16,21.44230769,3024,110,12,0,3,459.7725592,0,0
35,14,15.34615385,611,42,14,2,0,235.5044379,0,0
37,18,15.13461538,237,85,13,1,1,229.0565828,0,0
36,14,17,955,100,14,2,0,289,0,0
37,16,1.692307692,0,60,15,0,2,2.863905325,0,0
38,16,9.615384615,0,155,18,3,0,92.4556213,0,0
36,17,13.61538462,0,90,14,2,1,185.3786982,0,0
34,20,15.61538462,2600,60,16,0,1,243.8402367,0,0
36,18,15.55769231,2553,103.221,16,0,2,242.0417899,0,0
35,20,8.326923077,1552,139.515,16,2,0,69.33764793,0,0
34,18,16.21153846,1130,110.75,16,1,2,262.8139793,0,0
38,17,20.94230769,1160,95,12,0,2,438.5802515,0,0
34,17,17.46153846,2032,30,12,0,0,304.9053254,0,0
34,14,16.42307692,1404,48,16,0,3,269.7174556,0,0
37,18,17.23076923,1324,27.857,16,1,1,296.8994083,0,0
34,16,17.07692308,2525,115,18,1,0,291.6213018,0,0
36,12,0,0,7.75,12,1,2,0,0,1
34,14,5.634615385,0,97,12,2,0,31.74889053,0,0
37,17,19.40384615,2860,30,12,1,2,376.5092456,0,0
37,14,19.32692308,2238,95,16,1,0,373.5299556,0,1
37,12,7.576923077,2085,0.1,13,0,2,57.40976331,0,0
34,14,8.326923077,0,25,13,1,2,69.33764793,0,0
35,15,14.57692308,200,152.013,14,0,0,212.4866864,0,0
34,16,16.59615385,2080,85,16,1,1,275.4323225,0,0
36,17,15.53846154,1404,39.957,14,1,1,241.443787,0,0
